lemRank,lemma,word
3789,reinforce,reinforcing
3789,reinforce,reinforces
3790,gaze,gaze
3790,gaze,gazes
3791,ours,ours
3792,lap,lap
3792,lap,laps
3793,written,written
3794,reverse,reverse
3794,reverse,reversed
3794,reverse,reversing
3794,reverse,reverses
3795,starter,starter
3795,starter,starters
3796,injure,injured
3796,injure,injuring
3796,injure,injure
3796,injure,injures
3797,chronic,chronic
3798,continued,continued
3799,exclusive,exclusive
3800,Colonel,colonel
3800,Colonel,colonels
3801,copy,copy
3801,copy,copied
3801,copy,copying
3801,copy,copies
3802,beef,beef
3802,beef,beefs
3803,abroad,abroad
3804,Thanksgiving,thanksgiving
3804,Thanksgiving,thanksgivings
3805,intensity,intensity
3805,intensity,intensities
3806,desire,desired
3806,desire,desire
3806,desire,desires
3806,desire,desiring
3807,cave,cave
3807,cave,caves
3808,basement,basement
3808,basement,basements
3809,associated,associated
3810,unlike,unlike
3811,fascinating,fascinating
3812,interact,interact
3812,interact,interacting
3812,interact,interacted
3812,interact,interacts
3813,illustration,illustration
3813,illustration,illustrations
3814,daily,daily
3815,essence,essence
3815,essence,essences
3816,container,container
3816,container,containers
3817,driving,driving
3818,stuff,stuffed
3818,stuff,stuff
3818,stuff,stuffing
3818,stuff,stuffs
3819,dynamic,dynamic
3820,gym,gym
3820,gym,gyms
3821,bat,bat
3821,bat,bats
3822,plead,pleaded
3822,plead,plead
3822,plead,pleading
3822,plead,pleads
3822,plead,pled
3823,promotion,promotion
3823,promotion,promotions
3824,uncertainty,uncertainty
3824,uncertainty,uncertainties
3825,ownership,ownership
3825,ownership,ownerships
3826,officially,officially
3827,tag,tag
3827,tag,tags
3827,tag,tagging
3828,documentary,documentary
3828,documentary,documentaries
3829,stem,stem
3829,stem,stems
3830,flood,flood
3830,flood,floods
3831,guilt,guilt
3831,guilt,guilts
3832,inside,inside
3832,inside,insides
3833,alarm,alarm
3833,alarm,alarms
3834,turkey,turkey
3834,turkey,turkeys
3835,conduct,conduct
3835,conduct,conducts
3836,diagnose,diagnosed
3836,diagnose,diagnose
3836,diagnose,diagnosing
3836,diagnose,diagnoses
3837,precious,precious
3838,swallow,swallowed
3838,swallow,swallow
3838,swallow,swallowing
3838,swallow,swallows
3839,initiate,initiated
3839,initiate,initiate
3839,initiate,initiating
3839,initiate,initiates
3840,fitness,fitness
3841,restrict,restricted
3841,restrict,restrict
3841,restrict,restricting
3841,restrict,restricts
3842,Gulf,gulf
3842,Gulf,gulfs
3843,advocate,advocate
3843,advocate,advocating
3843,advocate,advocated
3843,advocate,advocates
3844,mommy,mommy
3844,mommy,mommies
3845,unexpected,unexpected
3846,shrug,shrugged
3846,shrug,shrugs
3846,shrug,shrug
3846,shrug,shrugging
3847,agricultural,agricultural
3848,sacrifice,sacrifice
3848,sacrifice,sacrifices
3849,spectrum,spectrum
3849,spectrum,spectra
3849,spectrum,spectrums
3850,dragon,dragon
3850,dragon,dragons
3851,bacteria,bacteria
3851,bacteria,bacterium
3852,shore,shore
3852,shore,shores
3853,pastor,pastor
3853,pastor,pastors
3854,cliff,cliff
3854,cliff,cliffs
3855,ship,shipped
3855,ship,ship
3855,ship,shipping
3855,ship,ships
3856,adequate,adequate
3857,rape,raped
3857,rape,rape
3857,rape,raping
3857,rape,rapes
3858,addition,addition
3858,addition,additions
3859,tackle,tackle
3859,tackle,tackles
3859,tackle,tackling
3859,tackle,tackled
3860,occupation,occupation
3860,occupation,occupations
3861,compose,composed
3861,compose,compose
3861,compose,composing
3861,compose,composes
3862,slice,slices
3862,slice,slice
3863,brave,brave
3863,brave,braver
3863,brave,bravest
3864,military,military
3864,military,militaries
3865,stimulus,stimulus
3865,stimulus,stimuli
3866,patent,patent
3866,patent,patents
3867,powder,powder
3867,powder,powders
3868,harsh,harsh
3868,harsh,harsher
3868,harsh,harshest
3869,chaos,chaos
3870,kit,kit
3870,kit,kits
3870,kit,kiting
3871,this,this
3872,piano,piano
3872,piano,pianos
3873,surprisingly,surprisingly
3874,lend,lend
3874,lend,lent
3874,lend,lending
3874,lend,lends
3875,correctly,correctly
3876,project,projected
3876,project,project
3876,project,projects
3876,project,projecting
3877,govern,govern
3877,govern,governed
3877,govern,governing
3877,govern,governs
3878,modest,modest
3879,shared,shared
3880,psychologist,psychologist
3880,psychologist,psychologists
3881,servant,servants
3881,servant,servant
3882,overwhelming,overwhelming
3882,overwhelming,over-whelming
3883,elevator,elevator
3883,elevator,elevators
3884,Hispanic,hispanic
3885,divine,divine
3885,divine,diviner
3885,divine,divinest
3886,transmission,transmission
3886,transmission,transmissions
3887,butt,butt
3887,butt,butts
3888,commonly,commonly
3889,cowboy,cowboys
3889,cowboy,cowboy
3890,ease,ease
3890,ease,eased
3890,ease,easing
3890,ease,eases
3891,intent,intent
3891,intent,intents
3892,counseling,counseling
3893,gentle,gentle
3893,gentle,gentler
3893,gentle,gentlest
3894,rhythm,rhythm
3894,rhythm,rhythms
3895,short,short
3896,complexity,complexity
3896,complexity,complexities
3897,nonetheless,nonetheless
3898,effectiveness,effectiveness
3899,lonely,lonely
3899,lonely,loneliest
3899,lonely,lonelier
3900,statistical,statistical
3901,longtime,longtime
3901,longtime,long-time
3902,strain,strain
3902,strain,strains
3903,firm,firm
3903,firm,firmer
3903,firm,firmest
3904,garbage,garbage
3905,devote,devoted
3905,devote,devote
3905,devote,devoting
3905,devote,devotes
3906,speed,speed
3906,speed,speeding
3906,speed,sped
3906,speed,speeds
3906,speed,speeded
3907,venture,venture
3907,venture,ventures
3908,lock,lock
3908,lock,locks
3909,aide,aide
3909,aide,aides
3910,subtle,subtle
3910,subtle,subtler
3910,subtle,subtlest
3911,rod,rod
3911,rod,rods
3912,top,topped
3912,top,top
3912,top,topping
3912,top,tops
3913,civilian,civilian
3914,T-shirt,t-shirt
3914,T-shirt,t-shirts
3914,T-shirt,tshirt
3915,endure,endure
3915,endure,endured
3915,endure,enduring
3915,endure,endures
3916,civilian,civilians
3916,civilian,civilian
3917,basket,basket
3917,basket,baskets
3918,strict,strict
3918,strict,stricter
3918,strict,strictest
3919,loser,loser
3919,loser,losers
3920,franchise,franchise
3920,franchise,franchises
3921,saint,saints
3921,saint,saint
3922,aim,aim
3922,aim,aims
3923,prosecution,prosecution
3923,prosecution,prosecutions
3924,bite,bite
3924,bite,bites
3925,lyrics,lyrics
3925,lyrics,lyric
3926,compound,compound
3926,compound,compounds
3927,architecture,architecture
3927,architecture,architectures
3928,reach,reach
3928,reach,reaches
3929,destination,destination
3929,destination,destinations
3930,cope,cope
3930,cope,coping
3930,cope,coped
3930,cope,copes
3931,province,province
3931,province,provinces
3932,sum,sum
3932,sum,sums
3932,sum,summing
3933,lecture,lecture
3933,lecture,lectures
3934,spill,spill
3934,spill,spilled
3934,spill,spilling
3934,spill,spills
3934,spill,spilt
3935,genuine,genuine
3936,upstairs,upstairs
3936,upstairs,up-stairs
3937,protest,protest
3937,protest,protested
3937,protest,protesting
3937,protest,protests
3938,trading,trading
3938,trading,tradings
3939,please,please
3939,please,pleased
3939,please,pleases
3939,please,pleasing
3940,acceptance,acceptance
3940,acceptance,acceptances
3941,revelation,revelation
3941,revelation,revelations
3942,march,marched
3942,march,march
3942,march,marching
3942,march,marches
3943,indicator,indicators
3943,indicator,indicator
3944,collaboration,collaboration
3944,collaboration,collaborations
3945,rhetoric,rhetoric
3945,rhetoric,rhetorics
3946,tune,tuned
3946,tune,tune
3946,tune,tuning
3946,tune,tunes
3947,slam,slammed
3947,slam,slams
3947,slam,slam
3947,slam,slamming
3948,inevitable,inevitable
3949,monkey,monkey
3949,monkey,monkeys
3950,till,till
3951,protocol,protocol
3951,protocol,protocols
3952,productive,productive
3953,principal,principal
3954,finish,finish
3954,finish,finishes
3955,jeans,jeans
3955,jeans,jean
3956,companion,companion
3956,companion,companions
3957,convict,convicted
3957,convict,convict
3957,convict,convicting
3958,boost,boost
3958,boost,boosting
3958,boost,boosted
3958,boost,boosts
3959,recipient,recipient
3959,recipient,recipients
3960,practically,practically
3961,array,array
3961,array,arrays
3962,persuade,persuade
3962,persuade,persuaded
3962,persuade,persuading
3962,persuade,persuades
3963,undermine,undermine
3963,undermine,undermined
3963,undermine,undermining
3963,undermine,undermines
3964,yep,yep
3965,ranch,ranch
3965,ranch,ranches
3966,scout,scouts
3966,scout,scout
3967,medal,medal
3967,medal,medals
3968,endless,endless
3969,translation,translation
3969,translation,translations
3970,ski,ski
3970,ski,skis
3971,conservation,conservation
3972,habitat,habitat
3972,habitat,habitats
3973,contractor,contractors
3973,contractor,contractor
3974,trailer,trailer
3974,trailer,trailers
3975,pitcher,pitcher
3975,pitcher,pitchers
3976,towel,towel
3976,towel,towels
3977,goodbye,goodbye
3977,goodbye,good-bye
3978,harm,harm
3978,harm,harmed
3978,harm,harming
3978,harm,harms
3979,bonus,bonus
3979,bonus,bonuses
3980,dramatically,dramatically
3981,genre,genre
3981,genre,genres
3982,caller,caller
3982,caller,callers
3983,exit,exit
3983,exit,exits
3984,hook,hook
3984,hook,hooks
3985,behavioral,behavioral
3986,omit,omitted
3986,omit,omit
3986,omit,omitting
3986,omit,omits
3987,pit,pit
3987,pit,pits
3987,pit,piti
3988,volunteer,volunteer
3988,volunteer,volunteered
3988,volunteer,volunteering
3989,boring,boring
3989,boring,boringest
3990,hook,hooked
3990,hook,hook
3990,hook,hooking
3991,suspend,suspended
3991,suspend,suspend
3991,suspend,suspending
3991,suspend,suspends
3992,cholesterol,cholesterol
3992,cholesterol,chol
3993,closed,closed
3994,advertisement,advertisement
3994,advertisement,advertisements
3995,bombing,bombing
3995,bombing,bombings
3996,consult,consult
3996,consult,consulted
3996,consult,consulting
3996,consult,consults
3997,encounter,encounter
3997,encounter,encounters
3998,expertise,expertise
3998,expertise,expertises
3999,creator,creator
3999,creator,creators
4000,peaceful,peaceful
4001,upset,upset
4002,provided,provided
4003,tablet,tablet
4003,tablet,tablets
4004,blow,blow
4004,blow,blows
4005,ruling,ruling
4005,ruling,rulings
4006,launch,launch
4006,launch,launches
4007,warming,warming
4007,warming,warmings
4008,equity,equity
4008,equity,equities
4009,rational,rational
4010,classic,classic
4010,classic,classics
4011,utilize,utilized
4011,utilize,utilize
4011,utilize,utilizing
4011,utilize,utilizes
4011,utilize,utilised
4011,utilize,utilise
4011,utilize,utilising
4011,utilize,utilises
4012,pine,pine
4012,pine,pines
4013,past,past
4014,bitter,bitter
4014,bitter,bitterest
4014,bitter,bitterer
4015,guard,guard
4015,guard,guarding
4015,guard,guarded
4015,guard,guards
4016,surgeon,surgeon
4016,surgeon,surgeons
4017,affordable,affordable
4018,tennis,tennis
4019,artistic,artistic
4020,download,download
4020,download,downloaded
4020,download,downloading
4020,download,downloads
4021,suffering,suffering
4021,suffering,sufferings
4022,accuracy,accuracy
4022,accuracy,accuracies
4023,literacy,literacy
4023,literacy,literacies
4024,Treasury,treasury
4024,Treasury,treasuries
4024,Treasury,treasurys
4025,talented,talented
4026,crown,crown
4026,crown,crowns
4027,importantly,importantly
4028,bare,bare
4028,bare,barest
4028,bare,barer
4029,invisible,invisible
4030,sergeant,sergeant
4030,sergeant,sergeants
4031,regulatory,regulatory
4032,thumb,thumb
4032,thumb,thumbs
4033,colony,colony
4033,colony,colonies
4034,walking,walking
4035,accessible,accessible
4036,damn,damn
4036,damn,damned
4036,damn,damning
4036,damn,damns
4037,integration,integration
4037,integration,integrations
4038,spouse,spouse
4038,spouse,spouses
4039,award,awarded
4039,award,award
4039,award,awards
4039,award,awarding
4040,excitement,excitement
4040,excitement,excitements
4041,residence,residence
4041,residence,residences
4042,bold,bold
4042,bold,bolder
4042,bold,boldest
4043,adolescent,adolescents
4043,adolescent,adolescent
4044,Greek,greek
4045,doll,doll
4045,doll,dolls
4046,oxygen,oxygen
4046,oxygen,oxygens
4047,finance,finance
4047,finance,financed
4047,finance,financing
4048,gravity,gravity
4048,gravity,gravities
4049,functional,functional
4050,palace,palace
4050,palace,palaces
4051,echo,echoed
4051,echo,echo
4051,echo,echoing
4051,echo,echoes
4051,echo,echos
4052,cotton,cotton
4052,cotton,cottons
4053,rescue,rescue
4053,rescue,rescues
4054,estimated,estimated
4055,program,program
4055,program,programming
4055,program,programmed
4055,program,programs
4056,endorse,endorsed
4056,endorse,endorse
4056,endorse,endorsing
4056,endorse,endorses
4057,lawmaker,lawmakers
4057,lawmaker,lawmaker
4057,lawmaker,law-makers
4058,determination,determination
4058,determination,determinations
4059,flash,flashed
4059,flash,flashing
4059,flash,flash
4059,flash,flashes
4060,simultaneously,simultaneously
4061,dynamics,dynamics
4061,dynamics,dynamic
4062,shell,shells
4062,shell,shell
4063,hint,hint
4063,hint,hints
4064,frame,framed
4064,frame,frame
4064,frame,framing
4064,frame,frames
4065,administer,administered
4065,administer,administer
4065,administer,administering
4065,administer,administers
4066,rush,rush
4066,rush,rushes
4067,Christianity,christianity
4068,distract,distracted
4068,distract,distract
4068,distract,distracting
4068,distract,distracts
4069,ban,ban
4069,ban,bans
4070,alleged,alleged
4071,statute,statute
4071,statute,statutes
4072,value,valued
4072,value,value
4072,value,values
4072,value,valuing
4073,biology,biology
4073,biology,biologies
4074,Republican,republican
4075,follower,followers
4075,follower,follower
4076,nasty,nasty
4076,nasty,nastier
4076,nasty,nastiest
4077,evident,evident
4078,prior,prior
4079,confess,confess
4079,confess,confessed
4079,confess,confesses
4079,confess,confessing
4080,eligible,eligible
4081,picture,picture
4081,picture,pictured
4081,picture,pictures
4081,picture,picturing
4082,rock,rock
4082,rock,rocked
4082,rock,rocking
4082,rock,rocks
4083,trap,trap
4083,trap,traps
4084,consent,consent
4084,consent,consents
4085,pump,pump
4085,pump,pumps
4086,down,downs
4086,down,down
4087,bloody,bloody
4087,bloody,bloodiest
4087,bloody,bloodier
4088,hate,hate
4088,hate,hates
4089,occasional,occasional
4090,trunk,trunk
4090,trunk,trunks
4091,prohibit,prohibited
4091,prohibit,prohibit
4091,prohibit,prohibits
4091,prohibit,prohibiting
4092,sustainable,sustainable
4093,belly,belly
4093,belly,bellies
4093,belly,bellys
4094,banking,banking
4095,asshole,asshole
4095,asshole,assholes
4095,asshole,ass-hole
4096,journalism,journalism
4097,flash,flash
4097,flash,flashes
4098,average,averaged
4098,average,averaging
4098,average,average
4098,average,averages
4099,obstacle,obstacles
4099,obstacle,obstacle
4100,ridge,ridge
4100,ridge,ridges
4101,heal,heal
4101,heal,healed
4101,heal,healing
4101,heal,heals
4102,bastard,bastard
4102,bastard,bastards
4103,cheer,cheering
4103,cheer,cheer
4103,cheer,cheered
4104,apology,apology
4104,apology,apologies
4105,tumor,tumor
4105,tumor,tumors
4105,tumor,tumour
4105,tumor,tumours
4106,architect,architect
4106,architect,architects
4107,wrist,wrist
4107,wrist,wrists
4108,harbor,harbor
4108,harbor,harbors
4108,harbor,harbour
4108,harbor,harbours
4109,handsome,handsome
4109,handsome,handsomest
4109,handsome,handsomer
4110,bullshit,bullshit
4111,realm,realm
4111,realm,realms
4112,bet,bet
4112,bet,bets
4113,twist,twisted
4113,twist,twist
4113,twist,twisting
4113,twist,twists
4114,inspector,inspector
4114,inspector,inspectors
4115,surveillance,surveillance
4115,surveillance,surveillances
4116,trauma,trauma
4116,trauma,traumas
4117,rebuild,rebuild
4117,rebuild,rebuilding
4117,rebuild,rebuilt
4117,rebuild,rebuilds
4117,rebuild,re-build
4117,rebuild,re-building
4118,romance,romance
4118,romance,romances
4119,gross,gross
4119,gross,grossest
4119,gross,grosser
4120,deadline,deadline
4120,deadline,deadlines
4121,age,age
4121,age,aged
4121,age,ages
4121,age,aging
4121,age,ageing
4122,classical,classical
4123,convey,convey
4123,convey,conveyed
4123,convey,conveys
4123,convey,conveying
4124,compensation,compensation
4124,compensation,compensations
4125,insect,insects
4125,insect,insect
4126,debate,debate
4126,debate,debated
4126,debate,debating
4127,output,output
4127,output,outputs
4128,parliament,parliament
4128,parliament,parliaments
4129,suite,suite
4129,suite,suites
4130,opposed,opposed
4131,fold,folded
4131,fold,fold
4131,fold,folding
4131,fold,folds
4132,separation,separation
4132,separation,separations
4133,demon,demon
4133,demon,demons
4134,eating,eating
4134,eating,eatings
4135,structural,structural
4136,besides,besides
4137,equality,equality
4137,equality,equalities
4138,logical,logical
4139,probability,probability
4139,probability,probabilities
4140,await,awaiting
4140,await,await
4140,await,awaits
4140,await,awaited
4141,generous,generous
4142,acquisition,acquisition
4142,acquisition,acquisitions
4143,custody,custody
4144,compromise,compromise
4144,compromise,compromises
4145,greet,greeted
4145,greet,greet
4145,greet,greets
4145,greet,greeting
4146,trash,trash
4147,judicial,judicial
4148,earthquake,earthquake
4148,earthquake,earthquakes
4149,insane,insane
4150,realistic,realistic
4151,wake,wake
4151,wake,wakes
4152,assemble,assembled
4152,assemble,assemble
4152,assemble,assembling
4152,assemble,assembles
4153,necessity,necessity
4153,necessity,necessities
4154,horn,horn
4154,horn,horns
4155,parameter,parameters
4155,parameter,parameter
4156,grip,grip
4156,grip,grips
4157,modify,modified
4157,modify,modify
4157,modify,modifying
4157,modify,modifies
4158,signal,signal
4158,signal,signaled
4158,signal,signaling
4158,signal,signals
4158,signal,signalling
4158,signal,signalled
4159,sponsor,sponsored
4159,sponsor,sponsor
4159,sponsor,sponsoring
4159,sponsor,sponsors
4160,mathematics,mathematics
4161,hallway,hallway
4161,hallway,hallways
4162,African-american,african-american
4162,African-american,africanamerican
4163,any,any
4164,liability,liability
4164,liability,liabilities
4165,crawl,crawl
4165,crawl,crawling
4165,crawl,crawled
4165,crawl,crawls
4166,theoretical,theoretical
4167,condemn,condemned
4167,condemn,condemn
4167,condemn,condemning
4167,condemn,condemns
4168,fluid,fluid
4168,fluid,fluids
4169,homeland,homeland
4169,homeland,homelands
4170,technological,technological
4171,exam,exam
4171,exam,exams
4172,anchor,anchor
4172,anchor,anchors
4173,spell,spell
4173,spell,spelled
4173,spell,spelling
4173,spell,spells
4173,spell,spelt
4174,considering,considering
4175,conscious,conscious
4176,vitamin,vitamin
4176,vitamin,vitamins
4177,known,known
4178,hostage,hostage
4178,hostage,hostages
4179,reserve,reserved
4179,reserve,reserve
4179,reserve,reserves
4179,reserve,reserving
4180,actively,actively
4181,mill,mill
4181,mill,mills
4181,mill,milli
4182,teenage,teenage
4182,teenage,teen-age
4183,respect,respect
4184,retrieve,retrieved
4184,retrieve,retrieve
4184,retrieve,retrieving
4184,retrieve,retrieves
4185,processing,processing
4186,sentiment,sentiment
4186,sentiment,sentiments
4187,offering,offering
4187,offering,offerings
4188,oral,oral
4189,convinced,convinced
4190,photography,photography
4191,coin,coin
4191,coin,coins
4192,laptop,laptop
4192,laptop,laptops
4192,laptop,lap-top
4193,bounce,bounced
4193,bounce,bounce
4193,bounce,bouncing
4193,bounce,bounces
4194,goodness,goodness
4195,affiliation,affiliation
4195,affiliation,affiliations
4196,punch,punch
4196,punch,punched
4196,punch,punching
4196,punch,punches
4197,burst,burst
4197,burst,bursting
4197,burst,bursts
4197,burst,bursted
4198,bee,bee
4198,bee,bees
4199,blessing,blessing
4199,blessing,blessings
4200,command,command
4200,command,commanded
4200,command,commands
4200,command,commanding
4201,continuous,continuous
4202,above,above
4203,landing,landing
4203,landing,landings
4204,repair,repair
4204,repair,repairs
4205,worry,worries
4205,worry,worry
4206,ritual,ritual
4206,ritual,rituals
4207,bath,bath
4207,bath,baths
4208,sneak,sneak
4208,sneak,sneaking
4208,sneak,snuck
4208,sneak,sneaked
4208,sneak,sneaks
4209,historically,historically
4210,mud,mud
4210,mud,muds
4211,scan,scan
4211,scan,scanning
4211,scan,scanned
4211,scan,scans
4212,reminder,reminder
4212,reminder,reminders
4213,hers,hers
4214,slavery,slavery
4215,supervisor,supervisor
4215,supervisor,supervisors
4216,quantity,quantity
4216,quantity,quantities
4217,Olympics,olympics
4218,pleasant,pleasant
4218,pleasant,pleasanter
4218,pleasant,pleasantest
4219,slope,slope
4219,slope,slopes
4220,skirt,skirt
4220,skirt,skirts
4221,outlet,outlets
4221,outlet,outlet
4222,curtain,curtain
4222,curtain,curtains
4223,declaration,declaration
4223,declaration,declarations
4224,seal,sealed
4224,seal,seal
4224,seal,seals
4224,seal,sealing
4225,immune,immune
4226,switch,switch
4226,switch,switches
4227,calendar,calendar
4227,calendar,calendars
4228,paragraph,paragraph
4228,paragraph,paragraphs
4229,identical,identical
4230,credit,credited
4230,credit,credits
4230,credit,credit
4230,credit,crediting
4231,regret,regret
4231,regret,regretted
4231,regret,regrets
4231,regret,regretting
4232,quest,quest
4232,quest,quests
4233,flat,flat
4233,flat,flats
4234,entrepreneur,entrepreneurs
4234,entrepreneur,entrepreneur
4235,specify,specified
4235,specify,specify
4235,specify,specifies
4235,specify,specifying
4236,stumble,stumbled
4236,stumble,stumble
4236,stumble,stumbling
4236,stumble,stumbles
4237,clay,clay
4237,clay,clays
4238,noon,noon
4238,noon,noons
4239,last,last
4240,strip,stripped
4240,strip,strip
4240,strip,stripping
4240,strip,strips
4241,elbow,elbow
4241,elbow,elbows
4242,outstanding,outstanding
4243,uh-huh,uh-huh
4244,unity,unity
4244,unity,unities
4244,unity,u-ni-ty
4245,rent,rent
4245,rent,rents
4246,manipulate,manipulate
4246,manipulate,manipulated
4246,manipulate,manipulating
4246,manipulate,manipulates
4247,airplane,airplane
4247,airplane,airplanes
4248,portfolio,portfolio
4248,portfolio,portfolios
4249,mysterious,mysterious
4250,delicious,delicious
4251,northwest,northwest
4251,northwest,north-west
4252,sweat,sweat
4252,sweat,sweats
4253,profound,profound
4253,profound,profoundest
4253,profound,profounder
4254,sacrifice,sacrifice
4254,sacrifice,sacrificed
4254,sacrifice,sacrificing
4254,sacrifice,sacrifices
4255,treasure,treasure
4255,treasure,treasures
4256,flour,flour
4256,flour,flours
4257,lightly,lightly
4258,rally,rally
4258,rally,rallies
4258,rally,rallys
4259,default,default
4259,default,defaults
4260,alongside,alongside
4261,plain,plains
4261,plain,plain
4262,hug,hugged
4262,hug,hug
4262,hug,hugging
4262,hug,hugs
4263,isolate,isolated
4263,isolate,isolate
4263,isolate,isolates
4263,isolate,isolating
4264,exploration,exploration
4264,exploration,explorations
4265,secure,secure
4265,secure,securest
4266,limb,limbs
4266,limb,limb
4267,enroll,enrolled
4267,enroll,enroll
4267,enroll,enrolling
4267,enroll,enrolls
4267,enroll,enrol
4268,outer,outer
4269,charter,charter
4269,charter,charters
4270,southwest,southwest
4270,southwest,south-west
4271,escape,escape
4271,escape,escapes
4272,arena,arena
4272,arena,arenas
4273,witch,witch
4273,witch,witches
4274,upcoming,upcoming
4274,upcoming,up-coming
4275,forty,forty
4276,someday,someday
4277,unite,united
4277,unite,unite
4277,unite,unites
4277,unite,uniting
4278,courtesy,courtesy
4278,courtesy,courtesies
4279,statue,statue
4279,statue,statues
4280,fist,fist
4280,fist,fists
4281,castle,castle
4281,castle,castles
4282,precise,precise
4283,squad,squad
4283,squad,squads
4284,cruise,cruise
4284,cruise,cruises
4285,joke,joking
4285,joke,joked
4285,joke,joke
4285,joke,jokes
4286,legally,legally
4287,embassy,embassy
4287,embassy,embassies
4288,patience,patience
4289,medium,medium
4290,thereby,thereby
4291,bush,bush
4291,bush,bushes
4292,purple,purple
4293,peer,peer
4293,peer,peered
4293,peer,peering
4293,peer,peers
4294,electrical,electrical
4295,outfit,outfit
4295,outfit,outfits
4296,cage,cage
4296,cage,cages
4297,retired,retired
4298,shark,shark
4298,shark,sharks
4299,lobby,lobby
4299,lobby,lobbies
4300,sidewalk,sidewalk
4300,sidewalk,sidewalks
4301,near,near
4301,near,nearer
4302,runner,runner
4302,runner,runners
4303,ankle,ankle
4303,ankle,ankles
4304,attraction,attraction
4304,attraction,attractions
4305,fool,fool
4305,fool,fooled
4305,fool,fooling
4305,fool,fools
4306,artificial,artificial
4307,mercy,mercy
4307,mercy,mercies
4308,indigenous,indigenous
4309,slap,slapped
4309,slap,slap
4309,slap,slapping
4309,slap,slaps
4310,tune,tune
4310,tune,tunes
4311,dancer,dancer
4311,dancer,dancers
4312,candle,candles
4312,candle,candle
4313,sexually,sexually
4314,needle,needle
4314,needle,needles
4315,hidden,hidden
4316,Chronicle,chronicle
4316,Chronicle,chronicles
4317,suburb,suburbs
4317,suburb,suburb
4318,toxic,toxic
4319,underlying,underlying
4320,sensor,sensors
4320,sensor,sensor
4321,deploy,deployed
4321,deploy,deploy
4321,deploy,deploying
4321,deploy,deploys
4322,debut,debut
4322,debut,debuts
4323,star,starring
4323,star,star
4323,star,starred
4323,star,stars
4324,magnitude,magnitude
4324,magnitude,magnitudes
4325,suspicion,suspicion
4325,suspicion,suspicions
4326,pro,pro
4327,colonial,colonial
4328,icon,icon
4328,icon,icons
4329,grandma,grandma
4329,grandma,grandmas
4330,info,info
4331,jurisdiction,jurisdiction
4331,jurisdiction,jurisdictions
4332,Iranian,iranian
4333,senior,seniors
4333,senior,senior
4334,parade,parade
4334,parade,parades
4335,seal,seal
4335,seal,seals
4336,archive,archives
4336,archive,archive
4337,gifted,gifted
4338,rage,rage
4338,rage,rages
4339,outdoor,outdoor
4340,ending,ending
4340,ending,endings
4341,loop,loop
4341,loop,loops
4342,altogether,altogether
4343,chase,chase
4343,chase,chases
4344,burning,burning
4345,reception,reception
4345,reception,receptions
4346,local,locals
4346,local,local
4347,crush,crushed
4347,crush,crush
4347,crush,crushing
4348,premise,premise
4348,premise,premises
4349,deem,deemed
4349,deem,deem
4349,deem,deems
4349,deem,deeming
4350,automatic,automatic
4351,whale,whale
4351,whale,whales
4352,mechanical,mechanical
4353,credibility,credibility
4354,drain,drain
4354,drain,drained
4354,drain,draining
4354,drain,drains
4355,drift,drifted
4355,drift,drifting
4355,drift,drift
4356,loyalty,loyalty
4356,loyalty,loyalties
4357,promising,promising
4358,tide,tide
4358,tide,tides
4359,traveler,travelers
4359,traveler,traveler
4360,grief,grief
4360,grief,griefs
4361,metaphor,metaphor
4361,metaphor,metaphors
4362,skull,skull
4362,skull,skulls
4363,pursuit,pursuit
4363,pursuit,pursuits
4364,therapist,therapist
4364,therapist,therapists
4365,backup,backup
4365,backup,backups
4365,backup,back-up
4365,backup,back-ups
4366,workplace,workplace
4366,workplace,workplaces
4366,workplace,work-place
4366,workplace,work-places
4367,instinct,instinct
4367,instinct,instincts
4368,export,exports
4368,export,export
4369,bleed,bleeding
4369,bleed,bleed
4369,bleed,bled
4369,bleed,bleeds
4370,shock,shocked
4370,shock,shock
4370,shock,shocks
4370,shock,shocking
4371,seventh,seventh
4372,fixed,fixed
4373,broadcast,broadcast
4373,broadcast,broadcasts
4374,disclose,disclose
4374,disclose,disclosed
4374,disclose,disclosing
4374,disclose,discloses
4375,execution,execution
4375,execution,executions
4376,pal,pal
4376,pal,pals
4377,chuckle,chuckles
4377,chuckle,chuckled
4377,chuckle,chuckling
4377,chuckle,chuckle
4378,pump,pumped
4378,pump,pump
4378,pump,pumping
4378,pump,pumps
4379,density,density
4379,density,densities
4380,correction,correction
4380,correction,corrections
4381,representative,representative
4382,jump,jump
4382,jump,jumps
4383,repair,repair
4383,repair,repaired
4383,repair,repairing
4383,repair,repairs
4384,kinda,kinda
4385,relieve,relieved
4385,relieve,relieve
4385,relieve,relieving
4385,relieve,relieves
4386,teammate,teammates
4386,teammate,teammate
4387,brush,brush
4387,brush,brushes
4388,corridor,corridor
4388,corridor,corridors
4389,Russian,russians
4389,Russian,russian
4390,enthusiasm,enthusiasm
4390,enthusiasm,enthusiasms
4391,extended,extended
4392,root,rooted
4392,root,rooting
4392,root,root
4392,root,roots
4393,alright,alright
4394,panic,panic
4394,panic,panics
4395,pad,pad
4395,pad,pads
4396,bid,bid
4396,bid,bids
4397,mild,mild
4397,mild,milder
4397,mild,mildest
4398,productivity,productivity
4398,productivity,productivities
4399,guess,guess
4399,guess,guesses
4400,tuck,tucked
