lemRank,lemma,word
1138,hide,hid
1138,hide,hides
1139,obviously,obviously
1140,refer,referred
1140,refer,referring
1140,refer,refer
1140,refer,refers
1140,refer,refering
1140,refer,refered
1141,alone,alone
1142,drink,drink
1142,drink,drinking
1142,drink,drank
1142,drink,drunk
1142,drink,drinks
1143,investigation,investigation
1143,investigation,investigations
1144,senator,senator
1144,senator,senators
1145,unit,unit
1145,unit,units
1146,photograph,photograph
1146,photograph,photographs
1147,NULL,july
1148,television,television
1148,television,televisions
1149,key,key
1150,sexual,sexual
1151,radio,radio
1151,radio,radios
1152,prevent,prevent
1152,prevent,preventing
1152,prevent,prevented
1152,prevent,prevents
1153,once,once
1154,modern,modern
1155,Senate,senate
1155,Senate,senates
1156,violence,violence
1156,violence,violences
1157,touch,touch
1157,touch,touched
1157,touch,touching
1157,touch,touches
1158,feature,features
1158,feature,feature
1159,audience,audience
1159,audience,audiences
1160,evening,evening
1160,evening,evenings
1160,evening,eve-ning
1161,whom,whom
1162,front,front
1163,hall,hall
1163,hall,halls
1164,task,task
1164,task,tasks
1165,score,scores
1165,score,score
1166,skin,skin
1166,skin,skins
1167,suffer,suffered
1167,suffer,suffer
1167,suffer,suffering
1167,suffer,suffers
1167,suffer,sufferred
1168,wide,wide
1168,wide,wider
1168,wide,widest
1169,spring,spring
1169,spring,springs
1170,experience,experience
1170,experience,experienced
1170,experience,experiencing
1170,experience,experiences
1171,civil,civil
1172,safety,safety
1172,safety,safeties
1173,weekend,weekend
1173,weekend,weekends
1173,weekend,week-end
1173,weekend,week-ends
1174,while,while
1174,while,whiles
1175,worth,worth
1176,title,title
1176,title,titles
1177,heat,heat
1177,heat,heats
1178,normal,normal
1179,hope,hope
1179,hope,hopes
1180,yard,yards
1180,yard,yard
1181,finger,fingers
1181,finger,finger
1182,tend,tend
1182,tend,tends
1182,tend,tended
1182,tend,tending
1183,mission,mission
1183,mission,missions
1184,eventually,eventually
1185,participant,participants
1185,participant,participant
1186,hotel,hotel
1186,hotel,hotels
1187,judge,judge
1187,judge,judges
1188,pattern,pattern
1188,pattern,patterns
1189,break,break
1189,break,breaks
1189,break,breaking
1190,institution,institutions
1190,institution,institution
1191,faith,faith
1191,faith,faiths
1192,professional,professional
1193,reflect,reflect
1193,reflect,reflected
1193,reflect,reflects
1193,reflect,reflecting
1194,folk,folks
1194,folk,folk
1195,surface,surface
1195,surface,surfaces
1196,fall,fall
1196,fall,falls
1197,client,clients
1197,client,client
1198,edge,edge
1198,edge,edges
1199,traditional,traditional
1200,council,council
1200,council,councils
1201,device,device
1201,device,devices
1202,firm,firm
1202,firm,firms
1203,environmental,environmental
1204,responsibility,responsibility
1204,responsibility,responsibilities
1205,chair,chair
1205,chair,chairs
1206,internet,internet
1206,internet,internets
1207,october,october
1208,by,by
1209,funny,funny
1209,funny,funniest
1209,funny,funnier
1210,immediately,immediately
1211,investment,investment
1211,investment,investments
1212,ship,ship
1212,ship,ships
1213,effective,effective
1214,previous,previous
1215,content,content
1215,content,contents
1216,consumer,consumer
1216,consumer,consumers
1217,element,elements
1217,element,element
1218,nuclear,nuclear
1219,spirit,spirit
1219,spirit,spirits
1220,directly,directly
1221,afraid,afraid
1222,define,defined
1222,define,define
1222,define,defining
1222,define,defines
1223,handle,handle
1223,handle,handled
1223,handle,handling
1223,handle,handles
1224,track,track
1224,track,tracks
1225,run,run
1225,run,runs
1226,wind,wind
1226,wind,winds
1227,lack,lack
1228,cost,cost
1228,cost,costs
1228,cost,costing
1228,cost,costed
1229,announce,announced
1229,announce,announce
1229,announce,announcing
1229,announce,announces
1230,journal,journal
1230,journal,journals
1231,heavy,heavy
1231,heavy,heavier
1231,heavy,heaviest
1232,ice,ice
1232,ice,ices
1233,collection,collection
1233,collection,collections
1234,feed,fed
1234,feed,feed
1234,feed,feeding
1234,feed,feeds
1235,soldier,soldiers
1235,soldier,soldier
1235,soldier,solider
1235,soldier,soliders
1236,just,just
1236,just,juster
1237,governor,governor
1237,governor,governors
1238,fish,fish
1238,fish,fishes
1239,shoulder,shoulder
1239,shoulder,shoulders
1240,cultural,cultural
1241,successful,successful
1242,fair,fair
1242,fair,fairer
1242,fair,fairest
1243,trust,trust
1243,trust,trusted
1243,trust,trusting
1243,trust,trusts
1244,suddenly,suddenly
1245,future,future
1246,interested,interested
1247,deliver,deliver
1247,deliver,delivered
1247,deliver,delivering
1247,deliver,delivers
1248,NULL,saturday
1249,editor,editor
1249,editor,editors
1250,fresh,fresh
1250,fresh,fresher
1250,fresh,freshest
1251,anybody,anybody
1252,destroy,destroy
1252,destroy,destroyed
1252,destroy,destroying
1252,destroy,destroys
1253,claim,claim
1253,claim,claims
1254,critical,critical
1255,agreement,agreement
1255,agreement,agreements
1256,powerful,powerful
1257,researcher,researchers
1257,researcher,researcher
1258,concept,concept
1258,concept,concepts
1259,willing,willing
1260,band,band
1260,band,bands
1261,marry,married
1261,marry,marry
1261,marry,marrying
1261,marry,marries
1262,promise,promised
1262,promise,promise
1262,promise,promises
1262,promise,promising
1263,easily,easily
1264,restaurant,restaurant
1264,restaurant,restaurants
1265,league,league
1265,league,leagues
1266,senior,senior
1267,capital,capital
1267,capital,capitals
1268,anymore,anymore
1269,april,april
1270,potential,potential
1271,etc,etc
1272,quick,quick
1272,quick,quicker
1272,quick,quickest
1273,magazine,magazine
1273,magazine,magazines
1274,status,status
1274,status,statuses
1275,attend,attend
1275,attend,attended
1275,attend,attending
1275,attend,attends
1276,replace,replace
1276,replace,replaced
1276,replace,replacing
1276,replace,replaces
1276,replace,re-placed
1276,replace,re-place
1277,due,due
1278,hill,hill
1278,hill,hills
1279,kitchen,kitchen
1279,kitchen,kitchens
1280,achieve,achieve
1280,achieve,achieved
1280,achieve,achieving
1280,achieve,achieves
1280,achieve,acheive
1281,screen,screen
1281,screen,screens
1282,generally,generally
1283,mistake,mistake
1283,mistake,mistakes
1284,along,along
1285,strike,struck
1285,strike,strike
1285,strike,strikes
1285,strike,striking
1286,battle,battle
1286,battle,battles
1287,spot,spot
1287,spot,spots
1288,basic,basic
1289,very,very
1289,very,veriest
1290,corner,corner
1290,corner,corners
1291,target,target
1291,target,targets
1292,driver,driver
1292,driver,drivers
1293,beginning,beginning
1293,beginning,beginnings
1294,religion,religion
1294,religion,religions
1295,crisis,crisis
1295,crisis,crises
1296,count,count
1296,count,counted
1296,count,counting
1296,count,counts
1297,museum,museum
1297,museum,museums
1298,engage,engage
1298,engage,engaged
1298,engage,engaging
1298,engage,engages
1299,communication,communication
1299,communication,communications
1300,murder,murder
1300,murder,murders
1300,murder,mur-der
1301,blow,blow
1301,blow,blew
1301,blow,blowing
1301,blow,blown
1301,blow,blows
1301,blow,blowed
1302,object,objects
1302,object,object
1303,express,expressed
1303,express,express
1303,express,expressing
1303,express,expresses
1304,huh,huh
1305,encourage,encourage
1305,encourage,encouraged
1305,encourage,encourages
1305,encourage,encouraging
1306,matter,matter
1306,matter,matters
1306,matter,mattered
1306,matter,mattering
1307,blog,blog
1307,blog,blogs
1308,smile,smiled
1308,smile,smiling
1308,smile,smile
1308,smile,smiles
1309,return,return
1309,return,returns
1310,belief,belief
1310,belief,beliefs
1311,block,block
1311,block,blocks
1312,debt,debt
1312,debt,debts
1313,fire,fired
1313,fire,fire
1313,fire,firing
1313,fire,fires
1314,labor,labor
1314,labor,labour
1314,labor,labors
1314,labor,labours
1315,understanding,understanding
1315,understanding,understandings
1315,understanding,under-standing
1316,neighborhood,neighborhood
1316,neighborhood,neighborhoods
1316,neighborhood,neighbor-hood
1317,contract,contract
1317,contract,contracts
1318,middle,middle
1318,middle,middles
1319,species,species
1320,additional,additional
1321,sample,sample
1321,sample,samples
1322,involved,involved
1323,inside,inside
1324,mostly,mostly
1325,path,path
1325,path,paths
1326,concerned,concerned
1327,apple,apple
1327,apple,apples
1328,conduct,conducted
1328,conduct,conduct
1328,conduct,conducting
1328,conduct,conducts
1329,god,god
1329,god,gods
1330,wonderful,wonderful
1331,library,library
1331,library,libraries
1332,prison,prison
1332,prison,prisons
1333,hole,hole
1333,hole,holes
1334,attempt,attempt
1334,attempt,attempts
1335,complete,completed
1335,complete,complete
1335,complete,completing
1335,complete,completes
1336,code,code
1336,code,codes
1337,sales,sales
1338,gift,gift
1338,gift,gifts
1338,gift,gifting
1339,refuse,refused
1339,refuse,refuse
1339,refuse,refusing
1339,refuse,refuses
1340,increase,increase
1340,increase,increases
1341,garden,garden
1341,garden,gardens
1342,introduce,introduced
1342,introduce,introduce
1342,introduce,introducing
1342,introduce,introduces
1343,roll,roll
1343,roll,rolled
1343,roll,rolling
1343,roll,rolls
1344,Christian,christian
1345,definitely,definitely
1346,like,like
1347,lake,lake
1347,lake,lakes
1348,turn,turn
1348,turn,turns
1349,sure,sure
1350,earn,earned
1350,earn,earn
1350,earn,earning
1350,earn,earns
1351,plane,plane
1351,plane,planes
1352,vehicle,vehicle
1352,vehicle,vehicles
1353,examine,examine
1353,examine,examined
1353,examine,examining
1353,examine,examines
1354,application,application
1354,application,applications
1355,thousand,thousands
1355,thousand,thousand
1356,coffee,coffee
1356,coffee,coffees
1357,gain,gain
1357,gain,gained
1357,gain,gaining
1357,gain,gains
1358,result,result
1358,result,resulted
1358,result,resulting
1358,result,results
1359,file,file
1359,file,files
1360,billion,billion
1360,billion,billions
1361,reform,reform
1361,reform,reforms
1362,ignore,ignore
1362,ignore,ignored
1362,ignore,ignoring
1362,ignore,ignores
1363,welcome,welcome
1363,welcome,welcomed
1363,welcome,welcomes
1363,welcome,welcoming
1364,gold,gold
1364,gold,golds
1365,jump,jump
1365,jump,jumped
1365,jump,jumping
1365,jump,jumps
1366,planet,planet
1366,planet,planets
1367,location,location
1367,location,locations
1368,bird,birds
1368,bird,bird
1369,amazing,amazing
1370,principle,principles
1370,principle,principle
1370,principle,principled
1371,promote,promote
1371,promote,promoting
1371,promote,promoted
1371,promote,promotes
1372,search,search
1372,search,searches
1373,nine,nine
1373,nine,nines
1374,alive,alive
1375,possibility,possibility
1375,possibility,possibilities
1376,sky,sky
1376,sky,skies
1377,otherwise,otherwise
1377,otherwise,other-wise
1378,remind,remind
1378,remind,reminded
1378,remind,reminds
1378,remind,reminding
1379,healthy,healthy
1379,healthy,healthier
1379,healthy,healthiest
1380,fit,fit
1380,fit,fits
1380,fit,fitted
1380,fit,fitting
1381,horse,horse
1381,horse,horses
1381,horse,h-o-r-s-e
1382,advantage,advantage
1382,advantage,advantages
1383,commercial,commercial
1384,steal,steal
1384,steal,stole
1384,steal,stolen
1384,steal,stealing
1384,steal,steals
1384,steal,stealed
1385,basis,basis
1386,context,context
1386,context,contexts
1387,highly,highly
1388,Christmas,christmas
1389,strength,strength
1389,strength,strengths
1390,move,move
1390,move,moves
1390,move,move-on
1391,monday,monday
1392,mean,means
1392,mean,mean
1393,alone,alone
1394,beach,beach
1394,beach,beaches
1395,survey,survey
1395,survey,surveys
1396,writing,writing
1396,writing,writings
1397,master,master
1397,master,masters
1398,cry,cry
1398,cry,crying
1398,cry,cried
1398,cry,cries
1399,scale,scale
1399,scale,scales
1400,resident,residents
1400,resident,resident
1401,football,football
1401,football,footballs
1402,sweet,sweet
1402,sweet,sweetest
1402,sweet,sweeter
1403,failure,failure
1403,failure,failures
1404,reporter,reporter
1404,reporter,reporters
1405,commit,committed
1405,commit,commit
1405,commit,committing
1405,commit,commits
1405,commit,commited
1405,commit,commiting
1406,fight,fight
1406,fight,fights
1407,one,ones
1407,one,one
1408,associate,associated
1408,associate,associate
1408,associate,associates
1408,associate,associating
1409,vision,vision
1409,vision,visions
1410,function,function
1410,function,functions
1411,truly,truly
1412,sick,sick
1412,sick,sicker
1412,sick,sickest
1413,average,average
1414,human,humans
1414,human,human
1415,stupid,stupid
1415,stupid,stupidest
1416,will,will
1416,will,wills
1417,Chinese,chinese
1418,connection,connection
1418,connection,connections
1419,camp,camp
1419,camp,camps
1420,stone,stone
1420,stone,stones
1421,hundred,hundred
1421,hundred,hundreds
1422,key,key
1422,key,keys
1423,truck,truck
1423,truck,trucks
1424,afternoon,afternoon
1424,afternoon,afternoons
1424,afternoon,after-noon
1425,responsible,responsible
1426,secretary,secretary
1426,secretary,secretaries
1427,apparently,apparently
1428,smart,smart
1428,smart,smarter
1428,smart,smartest
1429,southern,southern
1430,totally,totally
1431,western,western
1432,collect,collected
1432,collect,collect
1432,collect,collecting
1432,collect,collects
1433,conflict,conflict
1433,conflict,conflicts
1434,burn,burned
1434,burn,burn
1434,burn,burning
1434,burn,burns
1434,burn,burnt
1435,learning,learning
1435,learning,learnings
1436,wake,wake
1436,wake,woke
1436,wake,waking
1436,wake,wakes
1436,wake,woken
1436,wake,waked
1437,contribute,contribute
1437,contribute,contributed
1437,contribute,contributing
1437,contribute,contributes
1438,ride,ride
1438,ride,riding
1438,ride,rode
1438,ride,rides
1438,ride,ridden
1439,British,british
1440,following,following
1441,order,ordered
1441,order,order
1441,order,ordering
1441,order,orders
1442,share,share
1442,share,shares
1443,newspaper,newspaper
1443,newspaper,newspapers
1443,newspaper,news-paper
1444,foundation,foundation
1444,foundation,foundations
1445,variety,variety
1445,variety,varieties
1446,perspective,perspective
1446,perspective,perspectives
1447,document,documents
1447,document,document
1448,presence,presence
1448,presence,presences
1449,stare,staring
1449,stare,stared
1449,stare,stare
1449,stare,stares
1450,lesson,lesson
1450,lesson,lessons
1451,limit,limited
1451,limit,limit
1451,limit,limits
1451,limit,limiting
1452,appreciate,appreciate
1452,appreciate,appreciated
1452,appreciate,appreciates
1452,appreciate,appreciating
1453,complete,complete
1453,complete,completest
1453,complete,completer
1454,observe,observed
1454,observe,observe
1454,observe,observing
1454,observe,observes
1455,currently,currently
1456,hundred,hundred
1456,hundred,hundreds
1457,fun,fun
1457,fun,funnest
1457,fun,funner
1458,crowd,crowd
1458,crowd,crowds
1459,attack,attack
1459,attack,attacked
1459,attack,attacking
1459,attack,attacks
1460,apartment,apartment
1460,apartment,apartments
1460,apartment,apart-ment
1461,survive,survive
1461,survive,survived
1461,survive,surviving
1461,survive,survives
1462,guest,guest
1462,guest,guests
1463,soul,soul
1463,soul,souls
1464,protection,protection
1464,protection,protections
1465,intelligence,intelligence
1465,intelligence,intelligences
1466,yesterday,yesterday
1466,yesterday,yester-day
1467,somewhere,somewhere
1467,somewhere,some-where
1468,border,border
1468,border,borders
1469,reading,reading
1469,reading,readings
1470,terms,terms
1471,leadership,leadership
1471,leadership,leaderships
1472,present,present
1473,chief,chief
1473,chief,chiefs
1474,attitude,attitude
1474,attitude,attitudes
1475,start,start
1475,start,starts
1476,um,um
1477,deny,denied
1477,deny,deny
1477,deny,denying
1477,deny,denies
1477,deny,denys
1478,website,website
1478,website,websites
1478,website,web-site
1479,seriously,seriously
1480,actual,actual
1481,recall,recall
1481,recall,recalls
1481,recall,recalled
1481,recall,recalling
1482,fix,fix
1482,fix,fixed
1482,fix,fixing
1482,fix,fixes
1483,negative,negative
1484,connect,connected
1484,connect,connect
1484,connect,connecting
1484,connect,connects
1485,distance,distance
1485,distance,distances
1486,regular,regular
1487,climate,climate
1487,climate,climates
1488,relation,relations
1488,relation,relation
1489,flight,flight
1489,flight,flights
1490,dangerous,dangerous
1491,boat,boat
1491,boat,boats
1492,aspect,aspects
1492,aspect,aspect
1493,grab,grab
1493,grab,grabbed
1493,grab,grabs
1493,grab,grabbing
1494,until,until
1495,favorite,favorite
1496,like,like
1497,january,january
1498,independent,independent
1499,volume,volume
1499,volume,vol
1499,volume,volumes
1499,volume,vols
1500,am,am
1500,am,a.m.
1501,lots,lots
1502,front,front
1503,online,online
1503,online,on-line
1504,theater,theater
1504,theater,theatre
1504,theater,theaters
1504,theater,theatres
1505,speed,speed
1505,speed,speeds
1506,aware,aware
1507,identity,identity
1507,identity,identities
1508,demand,demand
1508,demand,demands
1509,extra,extra
1510,charge,charged
1510,charge,charge
1510,charge,charging
1510,charge,charges
1511,guard,guard
1511,guard,guards
1512,demonstrate,demonstrated
1512,demonstrate,demonstrate
1512,demonstrate,demonstrates
1512,demonstrate,demonstrating
1513,fully,fully
1514,tuesday,tuesday
1515,facility,facility
1515,facility,facilities
1516,farm,farm
1516,farm,farms
1517,mind,mind
1517,mind,minded
1517,mind,minding
1517,mind,minds
1518,fun,fun
1519,thousand,thousands
1519,thousand,thousand
1520,NULL,august
1521,hire,hired
1521,hire,hire
1521,hire,hiring
1521,hire,hires
1522,light,light
1522,light,lighter
1522,light,lightest
1523,link,link
1523,link,links
1524,shoe,shoes
1524,shoe,shoe
1525,Institute,institute
1525,Institute,institutes
1526,below,below
1527,living,living
1527,living,livings
1528,European,european
1529,quarter,quarter
1529,quarter,quarters
1530,basically,basically
1531,forest,forest
1531,forest,forests
1532,multiple,multiple
1533,poll,poll
1533,poll,polls
1534,wild,wild
1534,wild,wilder
1534,wild,wildest
1535,measure,measured
1535,measure,measure
1535,measure,measuring
1535,measure,measures
1536,twice,twice
1537,cross,crossed
1537,cross,cross
1537,cross,crossing
1537,cross,crosses
1538,background,background
1538,background,backgrounds
1538,background,back-ground
1538,background,back-grounds
1539,settle,settled
1539,settle,settle
1539,settle,settling
1539,settle,settles
1540,winter,winter
1540,winter,winters
1541,focus,focus
1541,focus,foci
1542,presidential,presidential
1543,operate,operate
1543,operate,operating
1543,operate,operated
1543,operate,operates
1544,fuck,fuck
1544,fuck,fucked
1544,fuck,fucking
1544,fuck,fucks
1545,view,view
1545,view,viewed
1545,view,viewing
1545,view,views
1546,daily,daily
1547,shop,shop
1547,shop,shops
1548,above,above
1549,division,division
1549,division,divisions
1550,slowly,slowly
1550,slowly,s-l-o-w-l-y
1551,advice,advice
1551,advice,advices
1552,reaction,reaction
1552,reaction,reactions
1553,injury,injury
1553,injury,injuries
1554,It,it
1555,ticket,ticket
1555,ticket,tickets
1556,grade,grade
1556,grade,grades
1557,wow,wow
1558,birth,birth
1558,birth,births
1559,painting,painting
1559,painting,paintings
1560,outcome,outcome
1560,outcome,outcomes
1560,outcome,out-comes
1560,outcome,out-come
1561,enemy,enemy
1561,enemy,enemies
1562,damage,damage
1562,damage,damages
1563,being,being
1563,being,beings
1564,storm,storm
1564,storm,storms
1564,storm,storming
1565,shape,shape
1565,shape,shapes
1566,bowl,bowl
1566,bowl,bowls
1567,commission,commission
1567,commission,commissions
1568,captain,captain
1568,captain,capt
1568,captain,captains
1568,captain,cap-tain
1569,ear,ear
1569,ear,ears
1570,troop,troops
1570,troop,troop
1571,female,female
1572,wood,wood
1572,wood,woods
1573,warm,warm
1573,warm,warmer
1573,warm,warmest
1574,clean,clean
1574,clean,cleaner
1574,clean,cleanest
1575,lead,lead
1575,lead,leads
1576,minister,minister
1576,minister,ministers
1577,neighbor,neighbors
1577,neighbor,neighbor
1577,neighbor,neighbours
1577,neighbor,neighbour
1578,tiny,tiny
1578,tiny,tiniest
1578,tiny,tinier
1579,mental,mental
1580,software,software
1580,software,softwares
1580,software,soft-ware
1581,glad,glad
1581,glad,gladder
1582,finding,findings
1582,finding,finding
1583,Lord,lord
1583,Lord,lords
1584,drive,drive
1584,drive,drives
1585,temperature,temperature
1585,temperature,temperatures
1586,quiet,quiet
1586,quiet,quieter
1586,quiet,quietest
1587,spread,spread
1587,spread,spreading
1587,spread,spreads
1588,bright,bright
1588,bright,brighter
1588,bright,brightest
1589,cut,cuts
1589,cut,cut
1590,influence,influence
1590,influence,influences
1591,kick,kick
1591,kick,kicked
1591,kick,kicking
1591,kick,kicks
1592,annual,annual
1593,procedure,procedures
1593,procedure,procedure
1594,respect,respect
1594,respect,respects
1594,respect,r-e-s-p-e-c-t
1595,wave,wave
1595,wave,waves
1596,tradition,tradition
1596,tradition,traditions
1597,threaten,threatened
1597,threaten,threatening
1597,threaten,threaten
1597,threaten,threatens
1598,primary,primary
1599,strange,strange
1599,strange,stranger
1599,strange,strangest
1600,actor,actor
1600,actor,actors
1601,blame,blame
1601,blame,blamed
1601,blame,blaming
1601,blame,blames
1602,active,active
1603,cat,cat
1603,cat,cats
1603,cat,cati
1604,depend,depends
1604,depend,depend
1604,depend,depended
1604,depend,depending
1605,bus,bus
1605,bus,buses
1605,bus,busses
1606,clothes,clothes
1606,clothes,clothe
1607,affair,affairs
1607,affair,affair
1608,contact,contact
1608,contact,contacts
1609,category,category
1609,category,categories
1610,topic,topic
1610,topic,topics
1611,victory,victory
1611,victory,victories
1612,direct,direct
1613,towards,towards
1614,map,map
1614,map,maps
1615,egg,eggs
1615,egg,egg
1616,ensure,ensure
1616,ensure,ensuring
1616,ensure,ensures
1616,ensure,ensured
1617,general,general
1617,general,generals
1618,expression,expression
1618,expression,expressions
1618,expression,ex-pression
1619,past,past
1620,session,session
1620,session,sessions
1621,competition,competition
1621,competition,competitions
1622,possibly,possibly
1623,technique,techniques
1623,technique,technique
1624,mine,mine
1625,average,average
1625,average,ave
1625,average,averages
1626,intend,intended
1626,intend,intend
1626,intend,intends
1626,intend,intending
1627,impossible,impossible
1628,moral,moral
1629,academic,academic
1630,wine,wine
1630,wine,wines
1631,approach,approached
1631,approach,approach
1631,approach,approaching
1631,approach,approaches
1632,somehow,somehow
1632,somehow,some-how
1633,gather,gathered
1633,gather,gather
1633,gather,gathering
1633,gather,gathers
1634,scientific,scientific
1635,African,african
1636,cook,cook
1636,cook,cooking
1636,cook,cooked
1636,cook,cooks
1637,participate,participate
1637,participate,participated
1637,participate,participating
1637,participate,participates
1638,gay,gay
1638,gay,gayest
1638,gay,gayer
1639,appropriate,appropriate
1640,youth,youth
1640,youth,youths
1641,dress,dressed
1641,dress,dress
1641,dress,dressing
1641,dress,dresses
1642,straight,straight
1643,weather,weather
1643,weather,weathers
1644,recommend,recommend
1644,recommend,recommended
1644,recommend,recommends
1644,recommend,recommending
1645,medicine,medicine
1645,medicine,medicines
1646,novel,novel
1646,novel,novels
1647,obvious,obvious
1648,thursday,thursday
1649,exchange,exchange
1649,exchange,exchanges
1650,explore,explore
1650,explore,exploring
1650,explore,explored
1650,explore,explores
1651,extend,extend
1651,extend,extended
1651,extend,extending
1651,extend,extends
1652,Bay,bay
1652,Bay,bays
1653,invite,invited
1653,invite,invite
1653,invite,inviting
1653,invite,invites
1654,tie,tied
1654,tie,tie
1654,tie,ties
1654,tie,tying
1654,tie,tieing
1655,ah,ah
1656,belong,belong
1656,belong,belongs
1656,belong,belonged
1656,belong,belonging
1657,obtain,obtained
1657,obtain,obtain
1657,obtain,obtaining
1657,obtain,obtains
1658,broad,broad
1658,broad,broader
1658,broad,broadest
1659,conclusion,conclusion
1659,conclusion,conclusions
1660,progress,progress
1661,surprise,surprise
1661,surprise,surprises
1662,assessment,assessment
1662,assessment,assessments
1663,smile,smile
1663,smile,smiles
1664,feature,featured
1664,feature,features
1664,feature,featuring
1664,feature,feature
1665,cash,cash
1665,cash,cashes
1666,defend,defend
1666,defend,defending
1666,defend,defended
1666,defend,defends
1667,pound,pounds
1667,pound,pound
1668,correct,correct
1669,married,married
1670,pair,pair
1670,pair,pairs
1671,slightly,slightly
1672,loan,loan
1672,loan,loans
1673,village,village
1673,village,villages
1674,half,half
1674,half,halves
1674,half,halfs
1675,suit,suit
1675,suit,suits
1676,demand,demand
1676,demand,demanded
1676,demand,demanding
1676,demand,demands
1677,historical,historical
1678,meaning,meaning
1678,meaning,meanings
1679,attempt,attempting
1679,attempt,attempt
1679,attempt,attempted
1679,attempt,attempts
1680,supply,supply
1680,supply,supplies
1681,lift,lifted
1681,lift,lift
1681,lift,lifting
1681,lift,lifts
1682,ourselves,ourselves
1682,ourselves,ourself
1683,honey,honey
1683,honey,honeys
1684,bone,bone
1684,bone,bones
1685,consequence,consequences
1685,consequence,consequence
1686,unique,unique
1687,next,next
1688,regulation,regulations
1688,regulation,regulation
1689,award,award
1689,award,awards
1690,bottom,bottom
1690,bottom,bottoms
1691,excuse,excuse
1691,excuse,excused
1691,excuse,excusing
1691,excuse,excuses
1692,familiar,familiar
1693,classroom,classroom
1693,classroom,classrooms
1694,search,searching
1694,search,search
1694,search,searched
1694,search,searches
1695,reference,reference
1695,reference,references
1696,emerge,emerged
1696,emerge,emerge
1696,emerge,emerging
1696,emerge,emerges
1697,long,long
1698,lunch,lunch
1698,lunch,lunches
1699,judge,judge
1699,judge,judging
1699,judge,judged
1699,judge,judges
1700,ad,ad
1700,ad,ads
1700,ad,a.d.
1701,desire,desire
1701,desire,desires
1702,instruction,instruction
1702,instruction,instructions
1703,emergency,emergency
1703,emergency,emergencies
1704,thinking,thinking
1704,thinking,thinkings
1705,tour,tour
1705,tour,tours
1706,French,french
1707,combine,combined
1707,combine,combine
1707,combine,combining
1707,combine,combines
1708,moon,moon
1708,moon,moons
1709,sad,sad
1709,sad,saddest
1709,sad,sadder
1710,address,address
1710,address,addresses
1711,december,december
1712,anywhere,anywhere
1713,chicken,chicken
1713,chicken,chickens
1714,fuel,fuel
1714,fuel,fuels
1715,train,trained
1715,train,train
1715,train,training
1715,train,trains
1716,abuse,abuse
1716,abuse,abuses
1717,construction,construction
1717,construction,constructions
1718,NULL,wednesday
1719,link,linked
1719,link,link
1719,link,linking
1719,link,links
1720,deserve,deserve
1720,deserve,deserves
1720,deserve,deserved
1720,deserve,deserving
1721,famous,famous
1722,intervention,intervention
1722,intervention,interventions
1723,grand,grand
1723,grand,grander
1723,grand,grandest
1724,visit,visit
1724,visit,visits
1725,confirm,confirmed
1725,confirm,confirm
1725,confirm,confirms
1725,confirm,confirming
1726,lucky,lucky
1726,lucky,luckiest
1726,lucky,luckier
1727,insist,insisted
1727,insist,insist
1727,insist,insists
1727,insist,insisting
1728,coast,coast
1728,coast,coasts
1729,proud,proud
1729,proud,proudest
1729,proud,prouder
1730,cover,cover
1730,cover,covers
1731,fourth,fourth
1732,cop,cops
1732,cop,cop
1733,angry,angry
1733,angry,angrier
1733,angry,angriest
1734,native,native
1735,Supreme,supreme
1736,baseball,baseball
1736,baseball,baseballs
1736,baseball,base-ball
1737,but,but
1738,email,email
1738,email,emails
1739,accident,accident
1739,accident,accidents
1739,accident,acci-dent
1740,front,front
1740,front,fronts
1741,duty,duty
1741,duty,duties
1741,duty,dutys
1742,growing,growing
1743,struggle,struggling
1743,struggle,struggled
1743,struggle,struggle
1743,struggle,struggles
1744,revenue,revenue
1744,revenue,revenues
1745,expand,expand
1745,expand,expanded
1745,expand,expanding
1745,expand,expands
1746,chief,chief
1746,chief,chiefest
1747,launch,launched
1747,launch,launch
1747,launch,launching
1747,launch,launches
1748,trend,trend
1748,trend,trends
1749,ring,ring
1749,ring,rings
1750,repeat,repeat
1750,repeat,repeated
1750,repeat,repeating
1750,repeat,repeats
1751,breath,breath
1751,breath,breaths
1752,inch,inches
1752,inch,inch
1753,neck,neck
1753,neck,necks
1754,core,core
1754,core,cores
1755,terrible,terrible
1755,terrible,terribles
1756,billion,billion
1757,relatively,relatively
1758,complex,complex
1759,press,press
1759,press,pressed
1759,press,pressing
1759,press,presses
1760,Miss,miss
1760,Miss,misses
1761,slow,slow
1761,slow,slower
1761,slow,slowest
1762,soft,soft
1762,soft,softer
1762,soft,softest
1763,generate,generate
1763,generate,generated
1763,generate,generates
1763,generate,generating
1764,extremely,extremely
1765,last,last
1765,last,lasted
1765,last,lasts
1765,last,lasting
1766,drink,drink
1766,drink,drinks
1767,forever,forever
1767,forever,for-ever
1768,corporate,corporate
1769,deep,deep
1769,deep,deeper
1770,prefer,prefer
1770,prefer,preferred
1770,prefer,prefers
1770,prefer,preferring
1770,prefer,prefering
1771,except,except
1771,except,cept
1772,cheap,cheap
1772,cheap,cheaper
1772,cheap,cheapest
1773,literature,literature
1773,literature,literatures
1774,direct,directed
1774,direct,direct
1774,direct,directing
1774,direct,directs
1775,mayor,mayor
1775,mayor,mayors
1776,male,male
1777,importance,importance
1777,importance,importances
1778,record,recorded
